seq,frame,coord_ 1,coord_ 2,coord_ 3,coord_ 4,coord_ 5,coord_ 6,coord_ 7,coord_ 8,coord_ 9,coord_10,coord_11,coord_12,coord_13,coord_14,coord_15,coord_16,coord_17,coord_18,coord_19,coord_20,class
142,000847.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
142,000847.jpg,,,,,,,,,,,,,,,,,,,,,background
143,000853.jpg,222.2364,52.1194,32.71604,235.7352,2.259586,183.4242,318.2717,122.0702,191.4249,342.8883,51.91843,329.3229,0.9999924,0.999696,0.9405844,,,,,,grasper
143,000853.jpg,252.6174,22.24994,366.3853,131.3073,0.9999802,,,,,,,,,,,,,,,,stapler
143,000853.jpg,,,,,,,,,,,,,,,,,,,,,needle
143,000853.jpg,393.6562,15.91658,491,70.10017,0.7275273,,,,,,,,,,,,,,,,holder
143,000853.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
143,000853.jpg,,,,,,,,,,,,,,,,,,,,,background
144,000859.jpg,233.3771,39.87497,209.8768,9.109826,344.264,101.9808,350.1118,65.68843,0.9999816,0.9964593,,,,,,,,,,,grasper
144,000859.jpg,234.9424,39.89185,335.4166,154.2994,0.9999764,,,,,,,,,,,,,,,,stapler
144,000859.jpg,,,,,,,,,,,,,,,,,,,,,needle
144,000859.jpg,,,,,,,,,,,,,,,,,,,,,holder
144,000859.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
144,000859.jpg,,,,,,,,,,,,,,,,,,,,,background
145,000865.jpg,223.8801,39.93623,228.0564,14.20653,312.6608,116.2523,349.5501,79.4587,0.9999748,0.9999018,,,,,,,,,,,grasper
145,000865.jpg,232.0112,65.37548,342.0211,179.2062,0.9999691,,,,,,,,,,,,,,,,stapler
145,000865.jpg,,,,,,,,,,,,,,,,,,,,,needle
145,000865.jpg,,,,,,,,,,,,,,,,,,,,,holder
145,000865.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
145,000865.jpg,,,,,,,,,,,,,,,,,,,,,background
146,000871.jpg,223.9746,45.10588,231.5522,12.28016,318.2202,127.6606,346.3733,101.5467,0.9999908,0.9999068,,,,,,,,,,,grasper
146,000871.jpg,245.5901,77.1898,358.8564,180.4346,0.999956,,,,,,,,,,,,,,,,stapler
146,000871.jpg,,,,,,,,,,,,,,,,,,,,,needle
146,000871.jpg,,,,,,,,,,,,,,,,,,,,,holder
146,000871.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
146,000871.jpg,,,,,,,,,,,,,,,,,,,,,background
147,000877.jpg,227.0932,54.82765,223.2727,10.89869,326.9281,136.1116,348.5863,94.60126,0.9999954,0.9999837,,,,,,,,,,,grasper
147,000877.jpg,291.758,36.86436,385.4761,127.1916,0.9999681,,,,,,,,,,,,,,,,stapler
147,000877.jpg,,,,,,,,,,,,,,,,,,,,,needle
147,000877.jpg,,,,,,,,,,,,,,,,,,,,,holder
147,000877.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
147,000877.jpg,,,,,,,,,,,,,,,,,,,,,background
148,000883.jpg,224.2076,39.85146,43.03439,215.2078,13.3439,195.5313,321.137,130.8329,175.4808,348.2545,93.02101,328.384,0.9999908,0.9999652,0.6986784,,,,,,grasper
148,000883.jpg,272.7679,23.78055,382.9755,127.1186,0.9999716,,,,,,,,,,,,,,,,stapler
148,000883.jpg,,,,,,,,,,,,,,,,,,,,,needle
148,000883.jpg,,,,,,,,,,,,,,,,,,,,,holder
148,000883.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
148,000883.jpg,,,,,,,,,,,,,,,,,,,,,background
149,000889.jpg,222.9249,51.11044,207.8191,8.676049,326.8402,128.2651,344.5375,89.65575,0.9999918,0.9999914,,,,,,,,,,,grasper
149,000889.jpg,261.4471,37.70219,385.2947,143.6776,0.9999828,,,,,,,,,,,,,,,,stapler
149,000889.jpg,,,,,,,,,,,,,,,,,,,,,needle
149,000889.jpg,,,,,,,,,,,,,,,,,,,,,holder
149,000889.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
149,000889.jpg,,,,,,,,,,,,,,,,,,,,,background
150,000895.jpg,214.5825,39.6906,214.8914,13.76184,313.4831,125.2027,346.1784,90.52114,0.9999868,0.9999743,,,,,,,,,,,grasper
150,000895.jpg,271.6046,384.4714,48.41957,3.376072,378.9398,487.9804,164.1672,86.43317,0.9999871,0.9690925,,,,,,,,,,,stapler
150,000895.jpg,,,,,,,,,,,,,,,,,,,,,needle
150,000895.jpg,,,,,,,,,,,,,,,,,,,,,holder
150,000895.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
150,000895.jpg,,,,,,,,,,,,,,,,,,,,,background
151,000901.jpg,29.88276,205.6879,8.150949,218.6577,119.7754,310.8242,95.33788,345.3798,0.9999927,0.9999909,,,,,,,,,,,grasper
151,000901.jpg,260.4336,56.63692,371.9466,160.658,0.9999882,,,,,,,,,,,,,,,,stapler
151,000901.jpg,,,,,,,,,,,,,,,,,,,,,needle
151,000901.jpg,,,,,,,,,,,,,,,,,,,,,holder
151,000901.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
151,000901.jpg,,,,,,,,,,,,,,,,,,,,,background
152,000907.jpg,198.8503,35.7948,26.13361,207.4428,4.67394,237.1955,312.3073,112.5466,146.7054,346.8807,87.47762,334.9302,0.999992,0.9999897,0.8186673,,,,,,grasper
152,000907.jpg,252.6987,366.2738,50.8734,7.471056,368.0834,487.7456,160.0665,80.51498,0.9999554,0.9288692,,,,,,,,,,,stapler
152,000907.jpg,,,,,,,,,,,,,,,,,,,,,needle
152,000907.jpg,,,,,,,,,,,,,,,,,,,,,holder
152,000907.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
152,000907.jpg,,,,,,,,,,,,,,,,,,,,,background
153,000913.jpg,38.76424,187.2154,22.06977,6.869822,213.1507,208.2907,100.2359,301.1117,149.0647,74.6256,345.3446,327.5818,0.999988,0.9999866,0.6933975,,,,,,grasper
153,000913.jpg,251.0839,21.07782,361.3887,131.7346,0.999977,,,,,,,,,,,,,,,,stapler
153,000913.jpg,,,,,,,,,,,,,,,,,,,,,needle
153,000913.jpg,,,,,,,,,,,,,,,,,,,,,holder
153,000913.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
153,000913.jpg,,,,,,,,,,,,,,,,,,,,,background
154,000919.jpg,196.1369,28.25097,231.7151,10.39741,293.4108,104.8866,348.5503,81.23156,0.9999989,0.9999819,,,,,,,,,,,grasper
154,000919.jpg,257.6283,368.98,34.13614,1,355.1998,478.5948,137.4888,85.27255,0.9999795,0.9896409,,,,,,,,,,,stapler
154,000919.jpg,,,,,,,,,,,,,,,,,,,,,needle
154,000919.jpg,,,,,,,,,,,,,,,,,,,,,holder
154,000919.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
154,000919.jpg,,,,,,,,,,,,,,,,,,,,,background
155,000925.jpg,188.6764,15.56637,237.629,8.072436,282.2126,102.23,349.1095,87.64458,0.9999915,0.9999905,,,,,,,,,,,grasper
155,000925.jpg,224.4469,358.7692,49.23741,1.675239,349.7888,482.8345,157.3864,81.56396,0.9999359,0.9985241,,,,,,,,,,,stapler
155,000925.jpg,,,,,,,,,,,,,,,,,,,,,needle
155,000925.jpg,,,,,,,,,,,,,,,,,,,,,holder
155,000925.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
155,000925.jpg,,,,,,,,,,,,,,,,,,,,,background
156,000931.jpg,199.4105,28.87089,221.1996,6.895482,302.6978,109.2532,348.0733,85.24709,0.999993,0.9999844,,,,,,,,,,,grasper
156,000931.jpg,242.0964,48.8896,348.1252,151.7896,0.9999408,,,,,,,,,,,,,,,,stapler
156,000931.jpg,,,,,,,,,,,,,,,,,,,,,needle
156,000931.jpg,,,,,,,,,,,,,,,,,,,,,holder
156,000931.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
156,000931.jpg,,,,,,,,,,,,,,,,,,,,,background
157,000937.jpg,195.3465,29.89552,216.8161,4.742623,300.5274,114.1226,347.999,72.78623,0.9999964,0.9999931,,,,,,,,,,,grasper
157,000937.jpg,235.732,42.01841,345.4695,136.1807,0.9999367,,,,,,,,,,,,,,,,stapler
157,000937.jpg,,,,,,,,,,,,,,,,,,,,,needle
157,000937.jpg,,,,,,,,,,,,,,,,,,,,,holder
157,000937.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
157,000937.jpg,,,,,,,,,,,,,,,,,,,,,background
158,000943.jpg,32.63357,200.8931,22.20415,11.07246,199.7123,208.8145,113.1361,309.2628,158.4946,64.94457,340.1952,335.8975,0.9999921,0.9999834,0.9944853,,,,,,grasper
158,000943.jpg,239.395,38.21008,335.9292,131.7345,0.9999694,,,,,,,,,,,,,,,,stapler
158,000943.jpg,,,,,,,,,,,,,,,,,,,,,needle
158,000943.jpg,,,,,,,,,,,,,,,,,,,,,holder
158,000943.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
158,000943.jpg,,,,,,,,,,,,,,,,,,,,,background
159,000949.jpg,194.6757,24.44964,15.43089,209.6817,5.464827,223.692,292.9518,102.5248,131.6379,343.5984,75.22125,342.1311,0.9999812,0.9999619,0.9955952,,,,,,grasper
159,000949.jpg,220.5149,38.66444,331.4889,138.2958,0.999979,,,,,,,,,,,,,,,,stapler
159,000949.jpg,,,,,,,,,,,,,,,,,,,,,needle
159,000949.jpg,,,,,,,,,,,,,,,,,,,,,holder
159,000949.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
159,000949.jpg,,,,,,,,,,,,,,,,,,,,,background
160,000955.jpg,191.4055,24.47803,208.165,5.863435,293.6597,99.88121,341.7958,81.35008,0.9999954,0.9999396,,,,,,,,,,,grasper
160,000955.jpg,227.0197,44.35749,323.6315,143.8274,0.9999846,,,,,,,,,,,,,,,,stapler
160,000955.jpg,,,,,,,,,,,,,,,,,,,,,needle
160,000955.jpg,,,,,,,,,,,,,,,,,,,,,holder
160,000955.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
160,000955.jpg,,,,,,,,,,,,,,,,,,,,,background
161,000961.jpg,197.0934,27.12888,213.0324,221.8493,282.6568,135.7615,340.1971,314.9143,0.9991817,0.9250541,,,,,,,,,,,grasper
161,000961.jpg,219.1725,53.66413,330.1686,146.0594,0.9999585,,,,,,,,,,,,,,,,stapler
161,000961.jpg,,,,,,,,,,,,,,,,,,,,,needle
161,000961.jpg,,,,,,,,,,,,,,,,,,,,,holder
161,000961.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
161,000961.jpg,,,,,,,,,,,,,,,,,,,,,background
162,000967.jpg,,,,,,,,,,,,,,,,,,,,,grasper
162,000967.jpg,,,,,,,,,,,,,,,,,,,,,stapler
162,000967.jpg,,,,,,,,,,,,,,,,,,,,,needle
162,000967.jpg,,,,,,,,,,,,,,,,,,,,,holder
162,000967.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
162,000967.jpg,1.691693,1,491,340.7756,0.9997575,,,,,,,,,,,,,,,,background
163,000973.jpg,320.2855,201.2847,377.6835,317.938,0.985853,,,,,,,,,,,,,,,,grasper
163,000973.jpg,241.6437,370.7925,34.70659,2.616144,357.5774,484.9628,135.0422,109.6445,0.9999498,0.9938884,,,,,,,,,,,stapler
163,000973.jpg,,,,,,,,,,,,,,,,,,,,,needle
163,000973.jpg,,,,,,,,,,,,,,,,,,,,,holder
163,000973.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
163,000973.jpg,,,,,,,,,,,,,,,,,,,,,background
164,000979.jpg,317.4121,80.30038,201.0781,13.41735,400.2599,192.2915,346.2061,91.65005,0.999997,0.9998907,,,,,,,,,,,grasper
164,000979.jpg,256.318,377.7046,49.0996,4.294298,356.8722,473.4065,151.6892,93.28475,0.9999341,0.7931463,,,,,,,,,,,stapler
164,000979.jpg,,,,,,,,,,,,,,,,,,,,,needle
164,000979.jpg,,,,,,,,,,,,,,,,,,,,,holder
164,000979.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
164,000979.jpg,,,,,,,,,,,,,,,,,,,,,background
165,000985.jpg,317.8441,66.85353,198.6116,8.718528,397.879,197.973,343.0072,93.40816,0.9999951,0.9999703,,,,,,,,,,,grasper
165,000985.jpg,238.2847,48.21042,357.1414,158.2091,0.9999892,,,,,,,,,,,,,,,,stapler
165,000985.jpg,,,,,,,,,,,,,,,,,,,,,needle
165,000985.jpg,,,,,,,,,,,,,,,,,,,,,holder
165,000985.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
165,000985.jpg,,,,,,,,,,,,,,,,,,,,,background
166,000991.jpg,77.56865,317.5652,10.00731,196.8439,191.6648,403.2667,94.94866,346.6647,0.9999824,0.999975,,,,,,,,,,,grasper
166,000991.jpg,247.2659,52.11652,354.9126,159.188,0.9999468,,,,,,,,,,,,,,,,stapler
166,000991.jpg,,,,,,,,,,,,,,,,,,,,,needle
166,000991.jpg,,,,,,,,,,,,,,,,,,,,,holder
166,000991.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
166,000991.jpg,,,,,,,,,,,,,,,,,,,,,background
167,000997.jpg,310.0347,67.97123,190.1734,7.502003,397.766,194.8625,345.5104,94.77131,0.9999827,0.9999757,,,,,,,,,,,grasper
167,000997.jpg,229.0504,50.99091,330.2274,154.9669,0.9999179,,,,,,,,,,,,,,,,stapler
167,000997.jpg,,,,,,,,,,,,,,,,,,,,,needle
167,000997.jpg,,,,,,,,,,,,,,,,,,,,,holder
167,000997.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
167,000997.jpg,,,,,,,,,,,,,,,,,,,,,background
168,001003.jpg,316.5168,64.87133,194.2417,10.15989,399.8871,201.2437,340.9436,104.1348,0.9999844,0.9999236,,,,,,,,,,,grasper
168,001003.jpg,212.5425,69.64882,338.1823,176.1753,0.9999532,,,,,,,,,,,,,,,,stapler
168,001003.jpg,,,,,,,,,,,,,,,,,,,,,needle
168,001003.jpg,,,,,,,,,,,,,,,,,,,,,holder
168,001003.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
168,001003.jpg,,,,,,,,,,,,,,,,,,,,,background
169,001009.jpg,321.5236,69.89381,207.9648,13.6589,407.8928,181.8291,340.1013,101.2421,0.9999723,0.9999275,,,,,,,,,,,grasper
169,001009.jpg,170.4861,59.90479,315.307,193.9336,0.9998224,,,,,,,,,,,,,,,,stapler
169,001009.jpg,,,,,,,,,,,,,,,,,,,,,needle
169,001009.jpg,,,,,,,,,,,,,,,,,,,,,holder
169,001009.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
169,001009.jpg,,,,,,,,,,,,,,,,,,,,,background
170,001015.jpg,373.5967,218.7795,427.5412,313.2139,0.9421191,,,,,,,,,,,,,,,,grasper
170,001015.jpg,201.2007,15.74461,312.372,115.9757,0.9998907,,,,,,,,,,,,,,,,stapler
170,001015.jpg,,,,,,,,,,,,,,,,,,,,,needle
170,001015.jpg,,,,,,,,,,,,,,,,,,,,,holder
170,001015.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
170,001015.jpg,,,,,,,,,,,,,,,,,,,,,background
171,001021.jpg,,,,,,,,,,,,,,,,,,,,,grasper
171,001021.jpg,,,,,,,,,,,,,,,,,,,,,stapler
171,001021.jpg,,,,,,,,,,,,,,,,,,,,,needle
171,001021.jpg,,,,,,,,,,,,,,,,,,,,,holder
171,001021.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
171,001021.jpg,1,1,491,351,0.9999985,,,,,,,,,,,,,,,,background
172,001027.jpg,135.8313,32.85579,17.79974,85.88743,231.8644,199.8177,75.80257,235.4407,0.9967302,0.916624,,,,,,,,,,,grasper
172,001027.jpg,,,,,,,,,,,,,,,,,,,,,stapler
172,001027.jpg,,,,,,,,,,,,,,,,,,,,,needle
172,001027.jpg,,,,,,,,,,,,,,,,,,,,,holder
172,001027.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
172,001027.jpg,,,,,,,,,,,,,,,,,,,,,background
173,001033.jpg,115.2205,39.02368,3.813476,12.92365,72.20032,2.464641,257.7879,257.9577,95.07162,85.47507,286.2459,40.96936,0.9999732,0.9999466,0.9738612,,,,,,grasper
173,001033.jpg,,,,,,,,,,,,,,,,,,,,,stapler
173,001033.jpg,,,,,,,,,,,,,,,,,,,,,needle
173,001033.jpg,,,,,,,,,,,,,,,,,,,,,holder
173,001033.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
173,001033.jpg,,,,,,,,,,,,,,,,,,,,,background
174,001039.jpg,90.15063,112.8469,8.033772,101.144,12.57253,7.966943,283.9453,261.4792,99.66217,302.1848,84.69087,56.91586,0.9999869,0.9998645,0.963225,,,,,,grasper
174,001039.jpg,,,,,,,,,,,,,,,,,,,,,stapler
174,001039.jpg,,,,,,,,,,,,,,,,,,,,,needle
174,001039.jpg,,,,,,,,,,,,,,,,,,,,,holder
174,001039.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
174,001039.jpg,,,,,,,,,,,,,,,,,,,,,background
175,001045.jpg,128.336,100.0754,113.9943,11.59501,293.2429,259.1051,317.9062,83.97228,0.9999843,0.9998627,,,,,,,,,,,grasper
175,001045.jpg,,,,,,,,,,,,,,,,,,,,,stapler
175,001045.jpg,,,,,,,,,,,,,,,,,,,,,needle
175,001045.jpg,,,,,,,,,,,,,,,,,,,,,holder
175,001045.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
175,001045.jpg,,,,,,,,,,,,,,,,,,,,,background
176,001051.jpg,102.4904,105.7114,48.36385,331.5626,119.5276,19.39115,256.9616,76.85728,295.1346,260.4144,147.9685,389.9296,308.5535,88.50909,332.554,150.821,0.9999858,0.9997869,0.8656502,0.7492356,grasper
176,001051.jpg,,,,,,,,,,,,,,,,,,,,,stapler
176,001051.jpg,,,,,,,,,,,,,,,,,,,,,needle
176,001051.jpg,,,,,,,,,,,,,,,,,,,,,holder
176,001051.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
176,001051.jpg,,,,,,,,,,,,,,,,,,,,,background
177,001057.jpg,96.49879,94.76454,131.2015,9.763544,285.4796,264.5337,309.3618,90.69212,0.9999834,0.9999467,,,,,,,,,,,grasper
177,001057.jpg,,,,,,,,,,,,,,,,,,,,,stapler
177,001057.jpg,,,,,,,,,,,,,,,,,,,,,needle
177,001057.jpg,,,,,,,,,,,,,,,,,,,,,holder
177,001057.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
177,001057.jpg,,,,,,,,,,,,,,,,,,,,,background
178,001063.jpg,126.1921,108.9284,218.525,35.04993,278.2688,331.1153,336.9004,124.3274,0.9999856,0.9944595,,,,,,,,,,,grasper
178,001063.jpg,,,,,,,,,,,,,,,,,,,,,stapler
178,001063.jpg,,,,,,,,,,,,,,,,,,,,,needle
178,001063.jpg,,,,,,,,,,,,,,,,,,,,,holder
178,001063.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
178,001063.jpg,,,,,,,,,,,,,,,,,,,,,background
179,001069.jpg,152.5508,173.0587,102.9962,27.67242,293.5276,66.63828,28.09064,34.89972,241.7085,346.647,174.4321,117.7347,347.1904,182.5863,126.8345,98.72589,0.9999934,0.9999672,0.713701,0.6359618,grasper
179,001069.jpg,,,,,,,,,,,,,,,,,,,,,stapler
179,001069.jpg,,,,,,,,,,,,,,,,,,,,,needle
179,001069.jpg,,,,,,,,,,,,,,,,,,,,,holder
179,001069.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
179,001069.jpg,,,,,,,,,,,,,,,,,,,,,background
180,001075.jpg,170.0897,123.5839,90.22665,81.8465,282.7977,33.29832,346.6939,224.3098,186.1612,195.5405,345.6353,128.2538,0.9999812,0.9999777,0.8857422,,,,,,grasper
180,001075.jpg,,,,,,,,,,,,,,,,,,,,,stapler
180,001075.jpg,,,,,,,,,,,,,,,,,,,,,needle
180,001075.jpg,,,,,,,,,,,,,,,,,,,,,holder
180,001075.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
180,001075.jpg,,,,,,,,,,,,,,,,,,,,,background
181,001081.jpg,56.43299,128.2674,30.18764,268.4532,65.11593,10.1179,155.8644,286.0174,135.604,349.6368,194.2021,98.13055,0.9999858,0.9999822,0.998461,,,,,,grasper
181,001081.jpg,320.0331,115.3953,476.0471,273.2967,0.9998507,,,,,,,,,,,,,,,,stapler
181,001081.jpg,,,,,,,,,,,,,,,,,,,,,needle
181,001081.jpg,,,,,,,,,,,,,,,,,,,,,holder
181,001081.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
181,001081.jpg,,,,,,,,,,,,,,,,,,,,,background
182,001087.jpg,19.42141,123.5521,33.84618,255.6928,30.79784,13.32266,113.4928,275.9747,133.1247,344.1809,191.4234,71.96355,0.9999977,0.9999766,0.8887176,,,,,,grasper
182,001087.jpg,169.1809,260.3678,336.4442,350.4649,0.961071,,,,,,,,,,,,,,,,stapler
182,001087.jpg,,,,,,,,,,,,,,,,,,,,,needle
182,001087.jpg,,,,,,,,,,,,,,,,,,,,,holder
182,001087.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
182,001087.jpg,,,,,,,,,,,,,,,,,,,,,background
183,001093.jpg,33.95874,108.821,44.75327,259.4325,33.40171,12.38347,130.7391,277.9357,133.7109,341.328,175.4532,69.68201,0.9999877,0.9999809,0.7509758,,,,,,grasper
183,001093.jpg,144.7107,221.9314,347.665,342.1342,0.9999615,,,,,,,,,,,,,,,,stapler
183,001093.jpg,,,,,,,,,,,,,,,,,,,,,needle
183,001093.jpg,,,,,,,,,,,,,,,,,,,,,holder
183,001093.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
183,001093.jpg,,,,,,,,,,,,,,,,,,,,,background
184,001099.jpg,21.51974,136.4806,218.4246,11.24951,161.6855,297.5394,341.5342,129.7031,0.9999908,0.9999863,,,,,,,,,,,grasper
184,001099.jpg,93.28133,214.0317,330.2066,334.4063,0.9002654,,,,,,,,,,,,,,,,stapler
184,001099.jpg,,,,,,,,,,,,,,,,,,,,,needle
184,001099.jpg,,,,,,,,,,,,,,,,,,,,,holder
184,001099.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
184,001099.jpg,,,,,,,,,,,,,,,,,,,,,background
185,001105.jpg,7.811657,139.4129,208.2612,12.54665,137.555,303.886,334.1136,120.2347,0.9999975,0.9999835,,,,,,,,,,,grasper
185,001105.jpg,110.3645,154.441,317.8525,348.2178,0.9999895,,,,,,,,,,,,,,,,stapler
185,001105.jpg,,,,,,,,,,,,,,,,,,,,,needle
185,001105.jpg,,,,,,,,,,,,,,,,,,,,,holder
185,001105.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
185,001105.jpg,,,,,,,,,,,,,,,,,,,,,background
186,001111.jpg,,,,,,,,,,,,,,,,,,,,,grasper
186,001111.jpg,7.501668,17.05355,257.3467,283.3673,0.7084989,,,,,,,,,,,,,,,,stapler
186,001111.jpg,,,,,,,,,,,,,,,,,,,,,needle
186,001111.jpg,,,,,,,,,,,,,,,,,,,,,holder
186,001111.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
186,001111.jpg,,,,,,,,,,,,,,,,,,,,,background
187,001117.jpg,,,,,,,,,,,,,,,,,,,,,grasper
187,001117.jpg,90.15882,44.65307,327.3281,288.2278,0.9998636,,,,,,,,,,,,,,,,stapler
187,001117.jpg,,,,,,,,,,,,,,,,,,,,,needle
187,001117.jpg,,,,,,,,,,,,,,,,,,,,,holder
187,001117.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
187,001117.jpg,,,,,,,,,,,,,,,,,,,,,background
188,001123.jpg,166.0999,10.81426,14.57416,208.3407,317.174,111.6152,130.3844,306.0802,0.9999723,0.9999259,,,,,,,,,,,grasper
188,001123.jpg,70.16335,147.8583,412.1295,320.2982,0.9499223,,,,,,,,,,,,,,,,stapler
188,001123.jpg,,,,,,,,,,,,,,,,,,,,,needle
188,001123.jpg,,,,,,,,,,,,,,,,,,,,,holder
188,001123.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
188,001123.jpg,,,,,,,,,,,,,,,,,,,,,background
189,001129.jpg,10.9904,205.3925,188.5891,18.80901,106.5451,344.2326,277.8341,125.8591,0.999988,0.9999696,,,,,,,,,,,grasper
189,001129.jpg,67.09872,158.0612,394.5623,325.3796,0.9999961,,,,,,,,,,,,,,,,stapler
189,001129.jpg,,,,,,,,,,,,,,,,,,,,,needle
189,001129.jpg,,,,,,,,,,,,,,,,,,,,,holder
189,001129.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
189,001129.jpg,,,,,,,,,,,,,,,,,,,,,background
190,001135.jpg,227.6862,34.01258,12.80405,243.2872,363.9171,126.4503,105.6725,340.9459,0.9999564,0.6460562,,,,,,,,,,,grasper
190,001135.jpg,75.60243,149.6549,424.9682,336.7773,0.9999014,,,,,,,,,,,,,,,,stapler
190,001135.jpg,,,,,,,,,,,,,,,,,,,,,needle
190,001135.jpg,,,,,,,,,,,,,,,,,,,,,holder
190,001135.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
190,001135.jpg,,,,,,,,,,,,,,,,,,,,,background
191,001141.jpg,255.6014,11.8473,436.4821,112.9831,0.9999809,,,,,,,,,,,,,,,,grasper
191,001141.jpg,131.8095,152.8179,443.993,345.5886,0.9999853,,,,,,,,,,,,,,,,stapler
191,001141.jpg,,,,,,,,,,,,,,,,,,,,,needle
191,001141.jpg,,,,,,,,,,,,,,,,,,,,,holder
191,001141.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
191,001141.jpg,,,,,,,,,,,,,,,,,,,,,background
192,001147.jpg,250.5876,22.86265,430.4958,146.0087,0.9998937,,,,,,,,,,,,,,,,grasper
192,001147.jpg,149.2544,124.7814,473.7667,345.5254,0.9999969,,,,,,,,,,,,,,,,stapler
192,001147.jpg,,,,,,,,,,,,,,,,,,,,,needle
192,001147.jpg,,,,,,,,,,,,,,,,,,,,,holder
192,001147.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
192,001147.jpg,,,,,,,,,,,,,,,,,,,,,background
193,001153.jpg,196.0813,129.6378,49.60214,15.1816,414.4731,256.9426,180.028,98.33775,0.9998927,0.8656422,,,,,,,,,,,grasper
193,001153.jpg,164.7891,143.1115,456.2731,346.9334,0.9999969,,,,,,,,,,,,,,,,stapler
193,001153.jpg,,,,,,,,,,,,,,,,,,,,,needle
193,001153.jpg,,,,,,,,,,,,,,,,,,,,,holder
193,001153.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
193,001153.jpg,,,,,,,,,,,,,,,,,,,,,background
194,001159.jpg,211.8789,140.0061,83.49335,33.12247,426.3242,252.6591,191.2286,115.308,0.9999108,0.9500608,,,,,,,,,,,grasper
194,001159.jpg,193.7595,163.1108,447.3384,343.0422,0.9999986,,,,,,,,,,,,,,,,stapler
194,001159.jpg,,,,,,,,,,,,,,,,,,,,,needle
194,001159.jpg,,,,,,,,,,,,,,,,,,,,,holder
194,001159.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
194,001159.jpg,,,,,,,,,,,,,,,,,,,,,background
195,001165.jpg,94.84501,209.4642,104.9938,263.3883,61.23299,9.963037,196.6931,402.7949,234.432,340.5072,167.643,85.22724,0.9999861,0.9999652,0.9979934,,,,,,grasper
195,001165.jpg,176.48,154.6182,430.9002,341.7215,0.9999963,,,,,,,,,,,,,,,,stapler
195,001165.jpg,,,,,,,,,,,,,,,,,,,,,needle
195,001165.jpg,,,,,,,,,,,,,,,,,,,,,holder
195,001165.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
195,001165.jpg,,,,,,,,,,,,,,,,,,,,,background
196,001171.jpg,51.90773,175.1091,191.0982,11.91874,192.491,392.4494,337.197,113.9257,0.9999936,0.9999062,,,,,,,,,,,grasper
196,001171.jpg,165.6584,96.42902,450.2668,338.4836,0.9999959,,,,,,,,,,,,,,,,stapler
