seq,frame,coord_ 1,coord_ 2,coord_ 3,coord_ 4,coord_ 5,coord_ 6,coord_ 7,coord_ 8,coord_ 9,coord_10,coord_11,coord_12,coord_13,coord_14,coord_15,class
72,000427.jpg,,,,,,,,,,,,,,,,grasper
72,000427.jpg,,,,,,,,,,,,,,,,stapler
72,000427.jpg,,,,,,,,,,,,,,,,needle
72,000427.jpg,,,,,,,,,,,,,,,,holder
72,000427.jpg,,,,,,,,,,,,,,,,stitcher
72,000427.jpg,1,1,491,327.4739,0.9997652,,,,,,,,,,,background
73,000433.jpg,,,,,,,,,,,,,,,,grasper
73,000433.jpg,,,,,,,,,,,,,,,,stapler
73,000433.jpg,,,,,,,,,,,,,,,,needle
73,000433.jpg,,,,,,,,,,,,,,,,holder
73,000433.jpg,,,,,,,,,,,,,,,,stitcher
73,000433.jpg,4.901305,1,484.9853,351,0.9999806,,,,,,,,,,,background
74,000439.jpg,13.49212,232.1381,71.89056,286.7184,0.9905677,,,,,,,,,,,grasper
74,000439.jpg,,,,,,,,,,,,,,,,stapler
74,000439.jpg,,,,,,,,,,,,,,,,needle
74,000439.jpg,,,,,,,,,,,,,,,,holder
74,000439.jpg,,,,,,,,,,,,,,,,stitcher
74,000439.jpg,1,2.210199,491,351,0.9999981,,,,,,,,,,,background
75,000445.jpg,226.5184,243.8658,385.1847,328.7918,0.9999466,,,,,,,,,,,grasper
75,000445.jpg,,,,,,,,,,,,,,,,stapler
75,000445.jpg,,,,,,,,,,,,,,,,needle
75,000445.jpg,,,,,,,,,,,,,,,,holder
75,000445.jpg,,,,,,,,,,,,,,,,stitcher
75,000445.jpg,1,1,491,351,0.989456,,,,,,,,,,,background
76,000451.jpg,210.4691,259.9339,347.3436,335.2246,0.9996333,,,,,,,,,,,grasper
76,000451.jpg,,,,,,,,,,,,,,,,stapler
76,000451.jpg,,,,,,,,,,,,,,,,needle
76,000451.jpg,,,,,,,,,,,,,,,,holder
76,000451.jpg,,,,,,,,,,,,,,,,stitcher
76,000451.jpg,1,1.392232,491,351,0.9996531,,,,,,,,,,,background
77,000457.jpg,231.8395,258.2183,332.4411,344.8924,0.9920066,,,,,,,,,,,grasper
77,000457.jpg,,,,,,,,,,,,,,,,stapler
77,000457.jpg,,,,,,,,,,,,,,,,needle
77,000457.jpg,,,,,,,,,,,,,,,,holder
77,000457.jpg,,,,,,,,,,,,,,,,stitcher
77,000457.jpg,1,2.035732,490.5553,351,0.9999051,,,,,,,,,,,background
78,000463.jpg,,,,,,,,,,,,,,,,grasper
78,000463.jpg,,,,,,,,,,,,,,,,stapler
78,000463.jpg,,,,,,,,,,,,,,,,needle
78,000463.jpg,,,,,,,,,,,,,,,,holder
78,000463.jpg,,,,,,,,,,,,,,,,stitcher
78,000463.jpg,1,1,491,351,0.9999689,,,,,,,,,,,background
79,000469.jpg,,,,,,,,,,,,,,,,grasper
79,000469.jpg,,,,,,,,,,,,,,,,stapler
79,000469.jpg,,,,,,,,,,,,,,,,needle
79,000469.jpg,,,,,,,,,,,,,,,,holder
79,000469.jpg,,,,,,,,,,,,,,,,stitcher
79,000469.jpg,1,1,491,350.5816,0.9999899,,,,,,,,,,,background
80,000475.jpg,,,,,,,,,,,,,,,,grasper
80,000475.jpg,,,,,,,,,,,,,,,,stapler
80,000475.jpg,,,,,,,,,,,,,,,,needle
80,000475.jpg,,,,,,,,,,,,,,,,holder
80,000475.jpg,,,,,,,,,,,,,,,,stitcher
80,000475.jpg,1.032202,1,491,349.2973,0.9999532,,,,,,,,,,,background
81,000481.jpg,238.0555,200.1182,381.744,322.4018,0.999989,,,,,,,,,,,grasper
81,000481.jpg,,,,,,,,,,,,,,,,stapler
81,000481.jpg,,,,,,,,,,,,,,,,needle
81,000481.jpg,,,,,,,,,,,,,,,,holder
81,000481.jpg,,,,,,,,,,,,,,,,stitcher
81,000481.jpg,,,,,,,,,,,,,,,,background
82,000487.jpg,246.9326,195.2118,386.6676,312.32,0.9999809,,,,,,,,,,,grasper
82,000487.jpg,,,,,,,,,,,,,,,,stapler
82,000487.jpg,,,,,,,,,,,,,,,,needle
82,000487.jpg,,,,,,,,,,,,,,,,holder
82,000487.jpg,,,,,,,,,,,,,,,,stitcher
82,000487.jpg,1,1.886208,491,351,0.9295439,,,,,,,,,,,background
83,000493.jpg,228.7427,194.9267,338.8412,281.806,0.9999546,,,,,,,,,,,grasper
83,000493.jpg,,,,,,,,,,,,,,,,stapler
83,000493.jpg,,,,,,,,,,,,,,,,needle
83,000493.jpg,,,,,,,,,,,,,,,,holder
83,000493.jpg,,,,,,,,,,,,,,,,stitcher
83,000493.jpg,1,2.26592,491,351,0.7583512,,,,,,,,,,,background
84,000499.jpg,222.1534,249.0732,292.5467,324.9905,0.6812872,,,,,,,,,,,grasper
84,000499.jpg,,,,,,,,,,,,,,,,stapler
84,000499.jpg,,,,,,,,,,,,,,,,needle
84,000499.jpg,,,,,,,,,,,,,,,,holder
84,000499.jpg,,,,,,,,,,,,,,,,stitcher
84,000499.jpg,1,2.198952,491,351,0.9998067,,,,,,,,,,,background
85,000505.jpg,,,,,,,,,,,,,,,,grasper
85,000505.jpg,,,,,,,,,,,,,,,,stapler
85,000505.jpg,,,,,,,,,,,,,,,,needle
85,000505.jpg,,,,,,,,,,,,,,,,holder
85,000505.jpg,,,,,,,,,,,,,,,,stitcher
85,000505.jpg,4.031772,1,487.1499,349.2344,0.9999863,,,,,,,,,,,background
86,000511.jpg,,,,,,,,,,,,,,,,grasper
86,000511.jpg,,,,,,,,,,,,,,,,stapler
86,000511.jpg,,,,,,,,,,,,,,,,needle
86,000511.jpg,,,,,,,,,,,,,,,,holder
86,000511.jpg,,,,,,,,,,,,,,,,stitcher
86,000511.jpg,1,1.315666,491,334.6051,0.9999636,,,,,,,,,,,background
87,000517.jpg,,,,,,,,,,,,,,,,grasper
87,000517.jpg,,,,,,,,,,,,,,,,stapler
87,000517.jpg,,,,,,,,,,,,,,,,needle
87,000517.jpg,,,,,,,,,,,,,,,,holder
87,000517.jpg,,,,,,,,,,,,,,,,stitcher
87,000517.jpg,1,12.66623,491,351,0.9999988,,,,,,,,,,,background
88,000523.jpg,,,,,,,,,,,,,,,,grasper
88,000523.jpg,,,,,,,,,,,,,,,,stapler
88,000523.jpg,,,,,,,,,,,,,,,,needle
88,000523.jpg,,,,,,,,,,,,,,,,holder
88,000523.jpg,,,,,,,,,,,,,,,,stitcher
88,000523.jpg,41.78083,1,491,351,0.9998783,,,,,,,,,,,background
89,000529.jpg,297.7795,161.1798,475.1833,309.8077,0.9999723,,,,,,,,,,,grasper
89,000529.jpg,,,,,,,,,,,,,,,,stapler
89,000529.jpg,,,,,,,,,,,,,,,,needle
89,000529.jpg,,,,,,,,,,,,,,,,holder
89,000529.jpg,,,,,,,,,,,,,,,,stitcher
89,000529.jpg,1,1,491,351,0.945335,,,,,,,,,,,background
90,000535.jpg,248.22,134.5939,401.8991,239.2398,0.834261,,,,,,,,,,,grasper
90,000535.jpg,,,,,,,,,,,,,,,,stapler
90,000535.jpg,,,,,,,,,,,,,,,,needle
90,000535.jpg,,,,,,,,,,,,,,,,holder
90,000535.jpg,,,,,,,,,,,,,,,,stitcher
90,000535.jpg,1,1,491,351,0.9221319,,,,,,,,,,,background
91,000541.jpg,274.2078,161.7464,374.5157,263.1823,0.9957116,,,,,,,,,,,grasper
91,000541.jpg,,,,,,,,,,,,,,,,stapler
91,000541.jpg,,,,,,,,,,,,,,,,needle
91,000541.jpg,,,,,,,,,,,,,,,,holder
91,000541.jpg,,,,,,,,,,,,,,,,stitcher
91,000541.jpg,1,1,491,351,0.9428911,,,,,,,,,,,background
92,000547.jpg,175.052,246.738,313.8002,324.8279,0.9999115,,,,,,,,,,,grasper
92,000547.jpg,,,,,,,,,,,,,,,,stapler
92,000547.jpg,,,,,,,,,,,,,,,,needle
92,000547.jpg,,,,,,,,,,,,,,,,holder
92,000547.jpg,,,,,,,,,,,,,,,,stitcher
92,000547.jpg,1,1,491,322.287,0.9998271,,,,,,,,,,,background
93,000553.jpg,,,,,,,,,,,,,,,,grasper
93,000553.jpg,,,,,,,,,,,,,,,,stapler
93,000553.jpg,,,,,,,,,,,,,,,,needle
93,000553.jpg,,,,,,,,,,,,,,,,holder
93,000553.jpg,,,,,,,,,,,,,,,,stitcher
93,000553.jpg,1,1,491,336.4586,0.9999784,,,,,,,,,,,background
94,000559.jpg,140.6836,161.7376,248.3212,219.7469,0.7786805,,,,,,,,,,,grasper
94,000559.jpg,,,,,,,,,,,,,,,,stapler
94,000559.jpg,,,,,,,,,,,,,,,,needle
94,000559.jpg,,,,,,,,,,,,,,,,holder
94,000559.jpg,,,,,,,,,,,,,,,,stitcher
94,000559.jpg,9.612803,1,489.3352,351,0.9999721,,,,,,,,,,,background
95,000565.jpg,,,,,,,,,,,,,,,,grasper
95,000565.jpg,,,,,,,,,,,,,,,,stapler
95,000565.jpg,,,,,,,,,,,,,,,,needle
95,000565.jpg,,,,,,,,,,,,,,,,holder
95,000565.jpg,,,,,,,,,,,,,,,,stitcher
95,000565.jpg,1,1,491,351,0.9999995,,,,,,,,,,,background
96,000571.jpg,,,,,,,,,,,,,,,,grasper
96,000571.jpg,,,,,,,,,,,,,,,,stapler
96,000571.jpg,,,,,,,,,,,,,,,,needle
96,000571.jpg,,,,,,,,,,,,,,,,holder
96,000571.jpg,,,,,,,,,,,,,,,,stitcher
96,000571.jpg,1,2.459409,491,340.7985,0.9998648,,,,,,,,,,,background
97,000577.jpg,275.3922,255.4528,467.4107,327.1807,0.9986481,,,,,,,,,,,grasper
97,000577.jpg,,,,,,,,,,,,,,,,stapler
97,000577.jpg,,,,,,,,,,,,,,,,needle
97,000577.jpg,,,,,,,,,,,,,,,,holder
97,000577.jpg,,,,,,,,,,,,,,,,stitcher
97,000577.jpg,1,2.189856,491,351,0.9988029,,,,,,,,,,,background
98,000583.jpg,351.9573,194.0616,489.4715,273.5505,0.9991611,,,,,,,,,,,grasper
98,000583.jpg,,,,,,,,,,,,,,,,stapler
98,000583.jpg,,,,,,,,,,,,,,,,needle
98,000583.jpg,,,,,,,,,,,,,,,,holder
98,000583.jpg,,,,,,,,,,,,,,,,stitcher
98,000583.jpg,1,4.39346,491,328.9036,0.9938811,,,,,,,,,,,background
99,000589.jpg,375.9848,200.1035,466.7239,293.1831,0.9151742,,,,,,,,,,,grasper
99,000589.jpg,,,,,,,,,,,,,,,,stapler
99,000589.jpg,,,,,,,,,,,,,,,,needle
99,000589.jpg,,,,,,,,,,,,,,,,holder
99,000589.jpg,,,,,,,,,,,,,,,,stitcher
99,000589.jpg,4.915993,1,470.7078,351,0.9966558,,,,,,,,,,,background
100,000595.jpg,389.0757,176.7343,489.8967,260.0324,0.9570507,,,,,,,,,,,grasper
100,000595.jpg,339.3053,150.9569,488.1138,265.9652,0.9205006,,,,,,,,,,,stapler
100,000595.jpg,,,,,,,,,,,,,,,,needle
100,000595.jpg,,,,,,,,,,,,,,,,holder
100,000595.jpg,,,,,,,,,,,,,,,,stitcher
100,000595.jpg,1,1,491,344.7939,0.9567666,,,,,,,,,,,background
101,000601.jpg,34.03986,298.8605,150.2073,78.17136,259.3236,463.5097,267.2401,178.5431,0.9995115,0.9991774,,,,,,grasper
101,000601.jpg,,,,,,,,,,,,,,,,stapler
101,000601.jpg,,,,,,,,,,,,,,,,needle
101,000601.jpg,,,,,,,,,,,,,,,,holder
101,000601.jpg,,,,,,,,,,,,,,,,stitcher
101,000601.jpg,,,,,,,,,,,,,,,,background
102,000607.jpg,174.5832,117.7898,293.3695,161.466,160.0436,84.80323,368.2997,197.0585,408.25,261.4275,236.6017,169.0472,0.9997936,0.9963965,0.9523526,grasper
102,000607.jpg,,,,,,,,,,,,,,,,stapler
102,000607.jpg,,,,,,,,,,,,,,,,needle
102,000607.jpg,,,,,,,,,,,,,,,,holder
102,000607.jpg,,,,,,,,,,,,,,,,stitcher
102,000607.jpg,,,,,,,,,,,,,,,,background
103,000613.jpg,154.4562,362.9452,177.706,131.2457,304.4146,473.5878,285.2855,211.1854,0.9998735,0.9150189,,,,,,grasper
103,000613.jpg,,,,,,,,,,,,,,,,stapler
103,000613.jpg,,,,,,,,,,,,,,,,needle
103,000613.jpg,,,,,,,,,,,,,,,,holder
103,000613.jpg,,,,,,,,,,,,,,,,stitcher
103,000613.jpg,,,,,,,,,,,,,,,,background
104,000619.jpg,157.2509,93.90161,173.274,141.8011,311.6248,195.3832,257.6767,232.2246,0.9992025,0.6532264,,,,,,grasper
104,000619.jpg,,,,,,,,,,,,,,,,stapler
104,000619.jpg,,,,,,,,,,,,,,,,needle
104,000619.jpg,,,,,,,,,,,,,,,,holder
104,000619.jpg,,,,,,,,,,,,,,,,stitcher
104,000619.jpg,,,,,,,,,,,,,,,,background
105,000625.jpg,267.2006,45.58151,48.08044,150.918,435.125,243.8189,149.9156,216.3442,0.9999946,0.6637396,,,,,,grasper
105,000625.jpg,,,,,,,,,,,,,,,,stapler
105,000625.jpg,,,,,,,,,,,,,,,,needle
105,000625.jpg,,,,,,,,,,,,,,,,holder
105,000625.jpg,,,,,,,,,,,,,,,,stitcher
105,000625.jpg,,,,,,,,,,,,,,,,background
106,000631.jpg,,,,,,,,,,,,,,,,grasper
106,000631.jpg,,,,,,,,,,,,,,,,stapler
106,000631.jpg,,,,,,,,,,,,,,,,needle
106,000631.jpg,,,,,,,,,,,,,,,,holder
106,000631.jpg,,,,,,,,,,,,,,,,stitcher
106,000631.jpg,1,1,490.2841,351,0.9957935,,,,,,,,,,,background
107,000637.jpg,,,,,,,,,,,,,,,,grasper
107,000637.jpg,,,,,,,,,,,,,,,,stapler
107,000637.jpg,,,,,,,,,,,,,,,,needle
107,000637.jpg,,,,,,,,,,,,,,,,holder
107,000637.jpg,,,,,,,,,,,,,,,,stitcher
107,000637.jpg,6.254405,1.813437,491,351,0.9999762,,,,,,,,,,,background
108,000643.jpg,,,,,,,,,,,,,,,,grasper
108,000643.jpg,,,,,,,,,,,,,,,,stapler
108,000643.jpg,,,,,,,,,,,,,,,,needle
108,000643.jpg,,,,,,,,,,,,,,,,holder
108,000643.jpg,,,,,,,,,,,,,,,,stitcher
108,000643.jpg,1,1,491,351,0.9997433,,,,,,,,,,,background
109,000649.jpg,,,,,,,,,,,,,,,,grasper
109,000649.jpg,,,,,,,,,,,,,,,,stapler
109,000649.jpg,,,,,,,,,,,,,,,,needle
109,000649.jpg,,,,,,,,,,,,,,,,holder
109,000649.jpg,,,,,,,,,,,,,,,,stitcher
109,000649.jpg,1,1,491,351,0.9996641,,,,,,,,,,,background
110,000655.jpg,,,,,,,,,,,,,,,,grasper
110,000655.jpg,,,,,,,,,,,,,,,,stapler
110,000655.jpg,,,,,,,,,,,,,,,,needle
110,000655.jpg,,,,,,,,,,,,,,,,holder
110,000655.jpg,,,,,,,,,,,,,,,,stitcher
110,000655.jpg,1,1,491,351,0.9997771,,,,,,,,,,,background
111,000661.jpg,,,,,,,,,,,,,,,,grasper
111,000661.jpg,,,,,,,,,,,,,,,,stapler
111,000661.jpg,,,,,,,,,,,,,,,,needle
111,000661.jpg,,,,,,,,,,,,,,,,holder
111,000661.jpg,,,,,,,,,,,,,,,,stitcher
111,000661.jpg,1,1,491,351,0.9999945,,,,,,,,,,,background
112,000667.jpg,,,,,,,,,,,,,,,,grasper
112,000667.jpg,,,,,,,,,,,,,,,,stapler
112,000667.jpg,,,,,,,,,,,,,,,,needle
112,000667.jpg,,,,,,,,,,,,,,,,holder
112,000667.jpg,,,,,,,,,,,,,,,,stitcher
112,000667.jpg,1,1,491,351,0.9243533,,,,,,,,,,,background
113,000673.jpg,,,,,,,,,,,,,,,,grasper
113,000673.jpg,,,,,,,,,,,,,,,,stapler
113,000673.jpg,,,,,,,,,,,,,,,,needle
113,000673.jpg,,,,,,,,,,,,,,,,holder
113,000673.jpg,,,,,,,,,,,,,,,,stitcher
113,000673.jpg,1.443526,1,491,351,0.9999969,,,,,,,,,,,background
114,000679.jpg,17.38196,384.6537,9.279433,54.32601,113.1474,491,73.18993,172.408,0.9996535,0.9600631,,,,,,grasper
114,000679.jpg,,,,,,,,,,,,,,,,stapler
114,000679.jpg,,,,,,,,,,,,,,,,needle
114,000679.jpg,391.9982,81.0196,491,166.8492,0.7539791,,,,,,,,,,,holder
114,000679.jpg,,,,,,,,,,,,,,,,stitcher
114,000679.jpg,1,1,491,351,0.996778,,,,,,,,,,,background
115,000685.jpg,10.03386,319.6533,13.14754,79.6195,128.0658,456.3046,79.82372,189.0297,0.9999721,0.9999646,,,,,,grasper
115,000685.jpg,,,,,,,,,,,,,,,,stapler
115,000685.jpg,,,,,,,,,,,,,,,,needle
115,000685.jpg,,,,,,,,,,,,,,,,holder
115,000685.jpg,,,,,,,,,,,,,,,,stitcher
115,000685.jpg,1,10.58358,491,351,0.7499984,,,,,,,,,,,background
116,000691.jpg,13.69772,323.894,28.4786,98.41701,144.6477,432.2864,94.92992,190.944,0.9999359,0.9998695,,,,,,grasper
116,000691.jpg,,,,,,,,,,,,,,,,stapler
116,000691.jpg,,,,,,,,,,,,,,,,needle
116,000691.jpg,,,,,,,,,,,,,,,,holder
116,000691.jpg,,,,,,,,,,,,,,,,stitcher
116,000691.jpg,1.411395,36.58342,490.8057,351,0.9919928,,,,,,,,,,,background
117,000697.jpg,85.91786,335.3519,63.89652,72.62478,228.2508,479.1856,135.567,167.0831,0.9999814,0.9999672,,,,,,grasper
117,000697.jpg,,,,,,,,,,,,,,,,stapler
117,000697.jpg,,,,,,,,,,,,,,,,needle
117,000697.jpg,,,,,,,,,,,,,,,,holder
117,000697.jpg,,,,,,,,,,,,,,,,stitcher
117,000697.jpg,1.554224,51.61675,474.4422,351,0.7148525,,,,,,,,,,,background
118,000703.jpg,104.0272,392.6414,148.9575,41.84054,282.0781,491,274.4333,123.8878,0.9998071,0.9994045,,,,,,grasper
118,000703.jpg,,,,,,,,,,,,,,,,stapler
118,000703.jpg,,,,,,,,,,,,,,,,needle
118,000703.jpg,,,,,,,,,,,,,,,,holder
118,000703.jpg,,,,,,,,,,,,,,,,stitcher
118,000703.jpg,,,,,,,,,,,,,,,,background
119,000709.jpg,201.4822,390.5437,209.2393,44.27185,372.9752,491,305.5178,128.0008,0.9999931,0.9999905,,,,,,grasper
119,000709.jpg,,,,,,,,,,,,,,,,stapler
119,000709.jpg,,,,,,,,,,,,,,,,needle
119,000709.jpg,,,,,,,,,,,,,,,,holder
119,000709.jpg,,,,,,,,,,,,,,,,stitcher
119,000709.jpg,,,,,,,,,,,,,,,,background
120,000715.jpg,399.5469,40.1591,491,113.4579,0.9999243,,,,,,,,,,,grasper
120,000715.jpg,,,,,,,,,,,,,,,,stapler
120,000715.jpg,,,,,,,,,,,,,,,,needle
120,000715.jpg,,,,,,,,,,,,,,,,holder
120,000715.jpg,,,,,,,,,,,,,,,,stitcher
120,000715.jpg,1,1,470.0512,351,0.9810628,,,,,,,,,,,background
121,000721.jpg,400.7657,23.45849,491,95.95921,0.9997787,,,,,,,,,,,grasper
121,000721.jpg,,,,,,,,,,,,,,,,stapler
121,000721.jpg,,,,,,,,,,,,,,,,needle
121,000721.jpg,,,,,,,,,,,,,,,,holder
121,000721.jpg,,,,,,,,,,,,,,,,stitcher
121,000721.jpg,1,1,491,351,0.9999704,,,,,,,,,,,background
122,000727.jpg,,,,,,,,,,,,,,,,grasper
122,000727.jpg,,,,,,,,,,,,,,,,stapler
122,000727.jpg,,,,,,,,,,,,,,,,needle
122,000727.jpg,,,,,,,,,,,,,,,,holder
122,000727.jpg,,,,,,,,,,,,,,,,stitcher
122,000727.jpg,1,1,491,351,0.9994646,,,,,,,,,,,background
123,000733.jpg,381.762,56.24462,483.1204,142.3705,0.9999882,,,,,,,,,,,grasper
123,000733.jpg,,,,,,,,,,,,,,,,stapler
123,000733.jpg,,,,,,,,,,,,,,,,needle
123,000733.jpg,,,,,,,,,,,,,,,,holder
123,000733.jpg,,,,,,,,,,,,,,,,stitcher
123,000733.jpg,1,1,491,351,0.9986684,,,,,,,,,,,background
124,000739.jpg,343.5174,113.6145,478.203,268.3653,0.9999211,,,,,,,,,,,grasper
124,000739.jpg,,,,,,,,,,,,,,,,stapler
124,000739.jpg,,,,,,,,,,,,,,,,needle
124,000739.jpg,,,,,,,,,,,,,,,,holder
124,000739.jpg,,,,,,,,,,,,,,,,stitcher
124,000739.jpg,1,1,491,351,0.9910001,,,,,,,,,,,background
125,000745.jpg,311.7693,69.94412,166.1345,199.8112,467.9026,182.8669,286.2713,257.1095,0.9999973,0.7637989,,,,,,grasper
125,000745.jpg,,,,,,,,,,,,,,,,stapler
125,000745.jpg,,,,,,,,,,,,,,,,needle
125,000745.jpg,,,,,,,,,,,,,,,,holder
125,000745.jpg,,,,,,,,,,,,,,,,stitcher
125,000745.jpg,1,1,491,351,0.8051949,,,,,,,,,,,background
126,000751.jpg,313.497,151.8822,404.1452,245.9257,0.9989435,,,,,,,,,,,grasper
126,000751.jpg,,,,,,,,,,,,,,,,stapler
126,000751.jpg,,,,,,,,,,,,,,,,needle
126,000751.jpg,,,,,,,,,,,,,,,,holder
126,000751.jpg,,,,,,,,,,,,,,,,stitcher
126,000751.jpg,1,28.28311,491,351,0.9887444,,,,,,,,,,,background
127,000757.jpg,331.8389,135.3826,416.6599,217.1514,0.9999334,,,,,,,,,,,grasper
127,000757.jpg,,,,,,,,,,,,,,,,stapler
127,000757.jpg,,,,,,,,,,,,,,,,needle
127,000757.jpg,,,,,,,,,,,,,,,,holder
127,000757.jpg,,,,,,,,,,,,,,,,stitcher
127,000757.jpg,2.137701,1,457.6704,351,0.9918406,,,,,,,,,,,background
128,000763.jpg,423.4401,96.41888,491,190.9592,0.9975405,,,,,,,,,,,grasper
128,000763.jpg,,,,,,,,,,,,,,,,stapler
128,000763.jpg,,,,,,,,,,,,,,,,needle
128,000763.jpg,,,,,,,,,,,,,,,,holder
128,000763.jpg,,,,,,,,,,,,,,,,stitcher
128,000763.jpg,1,19.39847,491,350.388,0.999856,,,,,,,,,,,background
129,000769.jpg,,,,,,,,,,,,,,,,grasper
129,000769.jpg,,,,,,,,,,,,,,,,stapler
129,000769.jpg,,,,,,,,,,,,,,,,needle
129,000769.jpg,,,,,,,,,,,,,,,,holder
129,000769.jpg,,,,,,,,,,,,,,,,stitcher
129,000769.jpg,1.531518,1,481.4753,351,0.9999821,,,,,,,,,,,background
130,000775.jpg,211.5342,125.4167,400.1618,230.0641,0.9997938,,,,,,,,,,,grasper
130,000775.jpg,,,,,,,,,,,,,,,,stapler
130,000775.jpg,,,,,,,,,,,,,,,,needle
130,000775.jpg,,,,,,,,,,,,,,,,holder
130,000775.jpg,,,,,,,,,,,,,,,,stitcher
130,000775.jpg,,,,,,,,,,,,,,,,background
131,000781.jpg,,,,,,,,,,,,,,,,grasper
131,000781.jpg,,,,,,,,,,,,,,,,stapler
131,000781.jpg,,,,,,,,,,,,,,,,needle
131,000781.jpg,,,,,,,,,,,,,,,,holder
131,000781.jpg,,,,,,,,,,,,,,,,stitcher
131,000781.jpg,1,7.736004,491,351,0.933824,,,,,,,,,,,background
132,000787.jpg,313.496,121.4198,417.217,203.1857,0.7757332,,,,,,,,,,,grasper
132,000787.jpg,,,,,,,,,,,,,,,,stapler
132,000787.jpg,,,,,,,,,,,,,,,,needle
132,000787.jpg,,,,,,,,,,,,,,,,holder
132,000787.jpg,,,,,,,,,,,,,,,,stitcher
132,000787.jpg,1,44.86607,491,349.5342,0.9086733,,,,,,,,,,,background
133,000793.jpg,401.0449,179.8456,55.17203,138.8531,491,362.8996,130.0739,206.552,0.9999028,0.9998201,,,,,,grasper
133,000793.jpg,,,,,,,,,,,,,,,,stapler
133,000793.jpg,,,,,,,,,,,,,,,,needle
133,000793.jpg,,,,,,,,,,,,,,,,holder
133,000793.jpg,,,,,,,,,,,,,,,,stitcher
133,000793.jpg,,,,,,,,,,,,,,,,background
134,000799.jpg,234.8454,126.6577,334.3369,205.9911,0.9989033,,,,,,,,,,,grasper
134,000799.jpg,,,,,,,,,,,,,,,,stapler
134,000799.jpg,,,,,,,,,,,,,,,,needle
134,000799.jpg,,,,,,,,,,,,,,,,holder
134,000799.jpg,,,,,,,,,,,,,,,,stitcher
134,000799.jpg,,,,,,,,,,,,,,,,background
135,000805.jpg,,,,,,,,,,,,,,,,grasper
135,000805.jpg,,,,,,,,,,,,,,,,stapler
135,000805.jpg,,,,,,,,,,,,,,,,needle
135,000805.jpg,,,,,,,,,,,,,,,,holder
135,000805.jpg,,,,,,,,,,,,,,,,stitcher
135,000805.jpg,3.319959,12.68033,491,351,0.9999698,,,,,,,,,,,background
136,000811.jpg,,,,,,,,,,,,,,,,grasper
136,000811.jpg,,,,,,,,,,,,,,,,stapler
136,000811.jpg,263.2092,41.01179,412.9829,168.0291,0.6767879,,,,,,,,,,,needle
136,000811.jpg,,,,,,,,,,,,,,,,holder
136,000811.jpg,,,,,,,,,,,,,,,,stitcher
136,000811.jpg,1,1,491,351,0.9956574,,,,,,,,,,,background
137,000817.jpg,167.7888,305.2867,326.9402,346.1741,0.9999826,,,,,,,,,,,grasper
137,000817.jpg,,,,,,,,,,,,,,,,stapler
137,000817.jpg,302.7411,88.11269,397.751,210.093,0.9999791,,,,,,,,,,,needle
137,000817.jpg,336.4781,109.0008,465.5624,176.6776,0.9999305,,,,,,,,,,,holder
137,000817.jpg,,,,,,,,,,,,,,,,stitcher
137,000817.jpg,,,,,,,,,,,,,,,,background
138,000823.jpg,173.5177,290.2127,330.0701,344.2821,0.9999564,,,,,,,,,,,grasper
138,000823.jpg,,,,,,,,,,,,,,,,stapler
138,000823.jpg,306.9904,243.9992,109.7516,41.79769,385.8406,314.3022,230.7755,130.7545,0.9997513,0.9899181,,,,,,needle
138,000823.jpg,322.9489,130.6434,466.7327,199.195,0.9999416,,,,,,,,,,,holder
138,000823.jpg,,,,,,,,,,,,,,,,stitcher
138,000823.jpg,,,,,,,,,,,,,,,,background
139,000829.jpg,162.3519,268.8091,333.2287,343.9949,0.9999888,,,,,,,,,,,grasper
139,000829.jpg,,,,,,,,,,,,,,,,stapler
139,000829.jpg,293.7689,228.46,122.7523,50.96745,358.8128,297.5151,221.2889,135.6767,0.9999593,0.9206005,,,,,,needle
139,000829.jpg,319.3275,129.1202,429.6995,199.1864,0.999943,,,,,,,,,,,holder
139,000829.jpg,,,,,,,,,,,,,,,,stitcher
139,000829.jpg,,,,,,,,,,,,,,,,background
140,000835.jpg,153.2509,270.1989,337.5142,340.1009,0.9999934,,,,,,,,,,,grasper
140,000835.jpg,,,,,,,,,,,,,,,,stapler
140,000835.jpg,296.5381,223.433,110.1818,51.64572,359.2199,303.2233,210.6674,127.9849,0.9999359,0.8288153,,,,,,needle
140,000835.jpg,319.555,129.3905,442.3883,189.0508,0.9998925,,,,,,,,,,,holder
140,000835.jpg,,,,,,,,,,,,,,,,stitcher
140,000835.jpg,,,,,,,,,,,,,,,,background
141,000841.jpg,159.0474,270.6086,349.0932,342.1861,0.9999919,,,,,,,,,,,grasper
141,000841.jpg,,,,,,,,,,,,,,,,stapler
141,000841.jpg,,,,,,,,,,,,,,,,needle
141,000841.jpg,281.2645,126.2456,392.9961,202.2593,0.9982444,,,,,,,,,,,holder
141,000841.jpg,,,,,,,,,,,,,,,,stitcher
141,000841.jpg,,,,,,,,,,,,,,,,background
142,000847.jpg,168.7068,202.9116,264.9339,23.7719,356.5492,330.7848,346.0141,73.66234,0.9999912,0.9779442,,,,,,grasper
142,000847.jpg,,,,,,,,,,,,,,,,stapler
142,000847.jpg,248.2736,115.6052,317.6228,224.4126,0.9846774,,,,,,,,,,,needle
142,000847.jpg,278.9343,119.3028,391.9888,198.5451,0.9998198,,,,,,,,,,,holder
